"dates","U3J1","U3J2","U4J1","U4J2","S3J3","S3J4","T5J1","T5J3","T5J2","T4J1","T4J2","T4J3","T3J1","T3J3","T3J2","T2J2","S1J1","S1J2","S2J4","S2J3","T2J3","T2J1","T1J1","T1J2","U1J1","U1J2","U2J1","U2J2"
2015-09-09,-0.0257213566440314,-0.00966975113356601,-0.0167593111969435,-0.0376002545483566,-0.127219533077795,-0.07411903612594,-0.0012813799755782,-0.0198890249364173,-0.053376724716487,-0.0225221090790962,-0.0265988199171932,-0.0267440623682774,-0.0593861301311916,-0.0308182055007834,-0.0374301606543952,-0.0221217160544603,-0.023507538139184,-0.0184526158780274,-0.0612655657984291,-0.0560605005055339,-0.0136513492647546,-0.0169986579490942,-0.0379846166727436,-0.0584309837503639,-0.00236674228171653,-0.0653867615915772,0.00488890479587933,-0.0218434234208296
2015-09-18,-0.0598904659908032,-0.0409766964298073,-0.0554197734853637,-0.0353857835449039,-0.0892816691079216,-0.0597065152689974,-0.0206638827045402,-0.049658705064514,-0.046581865182977,-5.8740808181102e-05,-0.0104879250984338,-0.0522102715527976,-0.0633866293832367,-0.0209266725645956,-0.034738267404361,-0.0379909294082576,-0.0258286391618621,-0.0178129304031801,-0.110953559356677,-0.0168249123642037,-0.0170571277551063,-0.00790685967342804,-0.025815642996862,-0.0245689687785025,-0.00469356897819687,-0.0571676282991352,0.00736789520600361,0.00418689694552094
2015-09-23,-0.00627508580370994,-0.0325141416680839,-0.0289343530573133,-0.0193303751069251,-0.0684216980287495,-0.0440726680936132,-0.00859458931406725,-0.0137680532304505,-0.0501278492942028,-0.0158739545857349,-0.0228759236127991,-0.0114335597721884,-0.015651366703004,-0.0102829489430816,-0.0226618230683662,-0.0128544787418211,0.00177346194160217,-0.0273782914320501,-0.134403954576112,0.00368669804088282,-0.0181034115313815,0.0032757803606339,0.00612421070397744,-0.030872631926139,-0.0133172600728123,-0.0223279156324892,0.0055270403911319,-0.0214974311953213
2015-09-30,-0.0243049289918356,-0.000863191050909195,-0.0724001146000175,-0.0208397118793809,-0.126133170851962,0.00801900477973788,-0.00243984679214772,0.00599889720920987,-0.0843179084122386,-0.0355882707200378,-0.0281786062288223,-0.0499832024470994,-0.0537411297518871,-0.0511159877718743,-0.0171402873269042,0.0167691643347591,0.000325313777321649,-0.0316092823205722,-0.0814519345179154,-0.135996530428694,0.0356638874838491,-0.0235906589928906,-0.00243311971856034,-0.0719043984137903,-0.00436276448688238,-0.0366519935826246,-0.00474957610243978,-0.0418666380031425
2015-10-07,-0.0207360935996448,-0.0318136870600815,-0.0605204536126764,0.0123924173507435,-0.00303738213846306,-0.0263349458302157,0.00301657076758908,-0.037089635146797,-0.0506992175737187,-0.02446745812915,0.0142665736216219,-0.0228353903003936,-0.0835708648106215,-0.0565449380860934,0.00650013303882681,-0.0169192603215546,-0.0321151114315466,-0.0393602636540483,-0.17619334069123,0.0428155677352844,-0.00565596098538082,-0.0140310344590348,-0.00400436405011517,-0.0520184571427336,0.00365893043433375,-0.0484558987325303,0.051719189797927,-0.0281865436963269
2015-10-15,-0.0295455295070226,-0.0167741674534015,-0.0174843839363472,-0.0288434737736754,-0.103243382498844,-0.0471121250804675,-0.0304721626958463,-0.0461775780913688,-0.0433623325436177,-0.0237999122470623,0.00659524741843771,-0.0469781438748201,-0.0378058762720089,-0.0298374447939271,-0.0309603428224982,-0.0118165548091824,-0.0162239257081996,0.00305744193330584,-0.145802275452399,-0.0573869202676225,0.0105412440744852,-0.00665481269698486,0.00311374234936069,-0.00446197846896668,-0.0229275158445691,0.0263815466857709,1.52265710993592e-05,-0.00408822150304127
2015-10-21,0.014045663486744,-0.00637977850588538,-0.0594120201797299,-0.0147957309125025,-0.0654418411550347,-0.0299553885870657,-0.0318825961834934,0.0065214379086014,-0.0432756955369876,-0.046731436035258,-0.0131555857021248,-0.0556881797614606,-0.0765096729828591,-0.0423228820100204,-0.0407028401352417,-0.0363646748860137,-0.0267236211929055,-0.0285483127989301,-0.0694023498950411,-0.0538438479289176,0.0101818073597323,-0.0214388833155886,-0.0329902232909379,-0.0304392155227554,-0.024407606949568,-0.062663365857747,-0.0184497098668196,-0.0402573096066145
2015-10-26,-0.00892349265717462,-0.0584005931150807,-0.0482520914068049,-0.0224781233145624,-0.0182639796062669,-0.0949972492005702,0.00027176721670628,-0.0382318449501373,-0.0206053781823931,-0.0119342147063052,-0.0229394983855897,-0.0352780703755725,-0.0466134310773556,-0.0215141904303641,-0.054723558487372,-0.00465394606422873,-0.0148857636808033,-0.00924414314277068,-0.0764259385745557,-0.0106627348090603,-0.00306281977348417,0.0109114735113222,-0.0391491829438166,-0.0558388816700688,-0.0181029107042286,-0.0204958261387291,0.00313249476726858,-0.0155070724476029
2015-11-03,0.00541590362479921,-0.00396361691827305,-0.0036136446941163,-0.109268877412332,0.0166045465978802,0.0535866570268381,-0.00941327398603752,-0.00645435353062149,-0.0111882010180558,0.00349771745182371,-0.0017557484199218,-0.00790255188497958,-0.0131874769442929,0.0115558176911414,-0.00474956312608183,-0.0103379022964275,-0.0091007348853535,0.00534263523633621,0.0119609122437058,0.142135846957312,0.0040565756766087,-0.000379470690003298,-0.00695994311327092,0.0118725861413414,-0.0418235680916231,-0.0121624335837531,-0.025113753184272,0.000134541830825519
2015-11-10,0.0233472244852237,-0.0505939707998186,NA,-0.0165772097237528,0.0015859510814276,-0.0465546264930787,0.00559626470269251,0.0343879746863664,0.00234413765848284,-0.00425979699484306,-0.000719778614329518,-0.0271841047799013,-0.0565427243535955,-0.00392281023181103,0.00594617853160546,0.00275661242141781,-0.0105398331408973,-0.0171974698174199,0.151644313642219,0.456022865754382,-0.00575095083836998,0.0249693605383688,-0.041262783600597,0.00767407625166601,-0.0169308040205733,-0.0416634597452391,0.0134107899494876,-0.0291814348822169
2015-11-17,0.0141225908031737,0.00121070879375484,-0.0698901257266489,-0.0107288608016,-0.0218236266427373,0.115407694894825,0.0172706705369556,-0.0059347193747148,-0.020746403067618,0.0174582211808819,-0.00539724857289007,-0.0589099526058326,-0.0623840903998812,0.0218029358731441,-0.0030602984927435,-0.0151165845316047,0.0321730639854795,-0.00360640601081718,-0.004854526488164,0.417243226301361,0.0234406988585535,0.00437776165986455,-0.00230758556539078,0.0175178871035463,-0.000328760857166742,-0.0325290785109499,0.0195283233242258,-0.00522304496553534
2015-11-23,0.00305026699126051,-0.0900442729256584,-0.0122003955101521,0.00351612630001752,0.00835752469678611,0.0968979329330545,0.00344601876005207,-0.0196311255856912,-0.00773124591016967,0.00178075434743436,0.00693427398732503,-0.00939560224941485,-0.0387197388556163,0.010838878824737,-0.0208476383615929,-0.0131269147287383,-0.00250742407525715,0.00298360888436784,0.0211845982047456,0.349087175442498,0.0115530481428658,0.0182046111588521,0.00256164562582621,0.0189739613622359,0.00809024842330338,-0.0131036998214164,-0.00633751432961913,-0.000971327038810364
2015-12-03,0.029107513024615,-0.303285013021568,-0.00557093046305985,-0.0172797009733005,-0.00119583214898072,0.0720335612868496,-0.0167714664833059,0.0126683540700745,0.000338057587950529,0.00727770890456835,0.000840332912677779,-0.0291234170368228,-0.0280167671684099,0.00501027621103228,0.00964930888730995,0.00753924017080305,0.00099208717699093,0.0604298841299793,0.0162143899157972,0.23174917915351,-0.00993619593879446,-0.00363180930101345,0.0163177903290834,0.0209051515626793,0.0035159967425736,-0.0106875487331933,0.0070784435746582,0.00468590531331657
2015-12-08,0.0148485132768168,0.0106660828043522,-0.0023684034998835,-0.0220778574447103,NA,0.0167635138256604,-0.0326895097607941,-0.0214833844002796,-0.00799853645245772,0.0108700206501573,0.00833198074312635,-0.0331557699176856,-0.0327927933190645,-3.67522719668121e-06,0.00327334423255609,0.0296023527774644,-0.0211150703771211,0.00406833141297617,0.0104793015162804,0.232971286063394,-0.0100227259476071,0.0284814766580034,-0.0239167345284174,-0.00286174826410563,-0.00198287312804877,-0.0313690254636128,0.00709256900126052,0.0262055434605878
2015-12-15,0.0637051942423293,0.00831841155346177,-0.000718205401157715,0.00554664292416041,0.0412044363395198,0.0792052844498795,0.00797050297059756,0.014371823021925,0.000452562781056867,0.00433510929670271,-0.00862675673905731,-0.0070833839204758,-0.00498338506770056,0.00204641958099475,0.00105668773777267,0.0240066936494485,0.0319836912478192,0.0106464590011673,0.348677188170697,1.92251797427584,0.00786249028342857,0.0137818224274548,-0.0185008294248377,0.0141313280297635,0.00842510607315453,-0.0277105554866472,0.0133173508407255,0.0165885552047548
2015-12-21,0.0138027924290331,-0.0111302322775867,-0.0194245843762813,0.00179029711800384,0.00292255562214361,-0.00053516937036405,0.0066793598926194,0.00554853687731532,0.00511147948898097,0.00317231768824853,0.00828546681233887,-0.0185917206831,-0.0117905783510899,0.0136747147937479,0.0101525982180293,-0.00333190534838763,0.0121562974666001,-0.00812565800233316,-1.21459271697092,0.00163277872835356,-0.00473168017619727,-0.0107554334853937,0.00135601743684075,-0.00506189219798352,-0.00105799131647142,0.00795647143613858,0.00531655816558746,0.0384202607137153
2015-12-29,-0.0148629573982475,0.00860864727120115,-0.0273336007621315,-0.00436020411082353,0.260248224720883,-0.156675895772295,-0.00596308764566854,0.0128965091814176,0.00233727748708297,NA,NA,0.0106753191208834,-0.0212268161846222,NA,0.00296153812355245,0.0226070349717384,-0.00467801261839244,0.00299585742680996,0.176280032860961,1.02853243357426,0.0143903889097047,-0.0180794598683985,-0.053591259419364,-0.0206345520731618,-0.00285165596715255,-0.00958194670623545,-0.00922843014514634,0.00469867410095054
2016-01-14,-0.0388031737880308,-0.0345606787902334,0.00388383417648763,0.0162255224270769,NA,NA,0.0150173496846126,-0.0027099264136726,-0.0176565962439081,NA,NA,-0.0154226727915662,-0.0258238345648423,NA,NA,0.0270058801508796,-0.00278620031521492,0.0357954697151411,NA,NA,0.0128760529195127,-0.0188374849009105,-0.016537969179947,0.0083117359051486,0.00433505054145676,0.0197261045762353,0.00409093288926621,0.0123607558731729
2016-01-19,-0.0263715464262524,-0.0613875316281907,0.00608287136512957,-0.0100668046726881,NA,NA,-0.00765344338246403,0.0127810422086374,0.080460972762383,NA,NA,0.039439726872014,-0.0499280102588006,NA,NA,-0.0122822891901291,-0.0013846378420425,0.00311305958010053,NA,NA,-0.000692464132382391,-0.0110158517683506,0.0199254320223108,0.0188649298517288,0.0172836141284333,0.0570794577813256,0.000107344305855683,-0.0787406595238825
2016-01-27,-0.046153864773226,-0.0408647339935811,0.0137526347602146,0.00252961269809586,NA,NA,-0.017244865314456,0.0118262814406551,0.00296713572185535,NA,NA,-0.0113997398173515,-0.00602181611602314,NA,NA,-0.0145052513852985,0.00909070506956876,0.00641232695071196,NA,NA,0.0476556346391122,0.0415153118518894,-0.00852763632132868,-0.0144417583906586,0.0842577664795751,0.000996603336532843,0.0160109563371822,0.0248838890984916
2016-02-02,0.0353236961567463,0.0160325496400459,-0.0368397879757162,-0.00293281204749623,0.088490532052386,0.0867988494805379,-0.000355342250824193,-0.00167715016030428,-0.00686554031251589,0.0129920878196896,0.000291578220872921,-0.0173739678468719,-0.0307213771558165,0.269415814958449,0.0236950096819837,-0.00316515836324286,-0.00734444610979661,-0.0136917564062439,0.0795781307138005,12.1580367213833,-0.0150638885282034,0.00590526415926333,-0.0412909291484747,-0.00325743190694034,-0.00406228446966054,-0.0464667989654716,0.0154719126078469,0.0101373897914125
2016-02-11,0.0789649223083887,-0.0570332065038069,0.0716880028005286,0.0353474311274175,NA,NA,0.0301060895311658,-0.00654166092914648,0.00304641390978662,NA,NA,-0.0169540743132854,0.0368211382383421,NA,NA,0.0182640420942694,-0.0131906251038225,0.00914195098112282,NA,NA,0.0880015858080752,-0.0300278038549782,-0.0739143925760019,0.0162800643315646,-0.0629811433902541,-0.0398694879456047,-0.106172463942498,-0.0354719735781998
2016-02-16,0.0531711437062445,-0.0401543170606576,0.00810571439422514,-0.0392493144443705,NA,NA,-0.0321286926326733,-0.0338226277627837,-0.010553379952349,NA,NA,0.0351466326563945,-0.0224138406701878,NA,NA,0.0492623493969356,0.0353131773822412,0.0138813400796595,NA,NA,0.014540167753219,-0.0119428341007752,-0.0382566838243026,0.00296736246694431,-0.0279958080540495,-0.0208270485841267,0.0192015744253391,0.0502268216788239
2016-02-23,-0.0596866654167513,0.0485020243069671,-0.0625952106148157,-0.0090165399183022,0.303815602795909,0.0247383847779412,-0.0342326645212794,0.00913895083555193,0.0291547251939956,0.00397688680260616,0.0767882608575069,-0.0581906000352881,-0.0489875379757935,0.610559222957855,0.000318359506052748,0.0116084421448534,0.0113037897949316,-0.00257463515563066,-0.0967797848238434,1.67729745905512,-0.00239518848970536,0.0437683868057038,-0.0492470492736979,0.0135299039173008,0.0213976421902058,-0.119331814771879,0.0144638693794008,0.00327747315719996
2016-03-01,-0.00353976684865649,0.00470880727607115,0.00923098864995885,0.0204743190847481,0.140992265551031,0.027191710070049,-0.00675329050049486,0.0264113923654404,-0.0855386636118915,NA,0.070894120708609,-0.0113670220740586,-0.0492402349360901,NA,0.0356702517536987,0.037278226750829,-0.131774853183324,-0.0193441588543833,0.0229454980373702,2.65415599806724,0.015428409157451,-0.0662336180070656,-0.148624109873196,-0.0137125821447855,0.0547534177919143,0.00804962178632479,0.0235040700360357,-0.101361672075808
2016-03-08,0.0245472782390299,0.0814173301114459,-0.051662172815034,-0.0273558798356184,-0.124629559699435,0.0246112869559951,-0.0442572687194347,-0.0100303780574212,0.0442538494293059,0.277475653396813,0.137660938580689,0.0771284973764809,-0.103616519931137,NA,0.00275966809122626,-0.00717408596991574,-0.0294183681591593,0.0171813204950821,0.0323504532053921,1.16867604403978,0.0203636951374161,-0.0615994719889586,-0.128571701977988,0.0567612910674985,-0.0087355526136764,0.0211287885396526,-0.0900733189420046,-0.0614384536917526
2016-03-15,-0.0369271030789183,0.00348607662951186,-0.0159146158929299,0.012194872626672,0.229380949182414,0.114229955434551,-6.75800449673101e-05,-0.0306014172410921,0.0188940746601891,NA,NA,0.0337179164948212,-0.0155359896019205,NA,0.799622642461743,0.000992644228433407,0.00680259740041404,-0.0599609282201451,-0.0331848470754005,15.8185835167258,0.0226974984561646,-0.00446978691759429,-0.116101082149012,-0.00672823991644784,-0.0101527312167371,0.0135722353978744,0.0431041798342973,-0.0121167002091133
2016-03-22,-0.0201465849329916,-0.0288902341222536,-0.0234779158003059,-0.0156359881075322,0.0876164776907033,0.237314512222362,-0.0325629824169673,0.00193043076761339,-0.0055534219116898,0.136560269748996,0.126094573815219,-0.00787988205160706,-0.0251978328605967,NA,0.398708435314591,-0.0212145345232874,0.00884842161500003,-0.0010614562667438,0.159141649937626,1.31474470129579,-0.0109036799976308,-0.0092343901772581,-0.0685658420487211,0.0334343380035667,0.0438835262410168,0.0161444976568514,-0.0205149469849786,9.9279818267267e-05
2016-03-30,0.00967456593186549,-0.017478610576054,-0.0234054940241634,-0.0147884282922985,0.0844166684982135,0.0879806206603211,0.0306361918198546,0.0126917428484686,-0.010899401960763,0.205043044735534,3.18367742238486,-0.0295469332463745,-0.00543089237578707,0.193602813577622,0.43763383725032,0.00157447084564211,0.00745746086660338,-0.028452664375779,0.0511411003113458,0.281960404397425,-0.00975026321333129,-0.00664109769180547,-0.0509983496406246,0.00856339351673205,0.00472122286873328,-0.0292084563027966,0.0158606564924432,-0.00121004575063877
2016-04-05,-0.0112708999580409,0.00631166624225033,-0.016231267232654,-0.0216234415181827,-0.0132313362944867,0.449767022745503,0.00245517532714531,-0.0188740061950563,0.0170418748898657,-0.0564244160409742,2.00020139718204,-0.000128451225365058,-0.0347211467606868,0.0369952225310671,0.372160196670501,0.00508481225581929,-0.000562852459580072,-0.00870752882391446,0.528950270421059,1.13936436746723,0.00589838742066368,-0.0174794455525846,-0.0124197051399277,0.0451311430204848,0.0332898825513078,0.00056658595114626,0.0452418771860964,0.0271969957239159
2016-04-13,-0.017443546525199,0.0217926622389499,-0.00750643104133257,-0.00991507059368129,0.242495423438319,0.285836390100278,0.0057024196202314,-0.00840384012814625,0.00462077816961424,-1.13627061159953,0.362582310662595,-0.0233386202283587,-0.00803795520584203,0.50428809769782,0.310198806528535,0.019767111740295,0.0128837141300117,0.00847737457859666,0.285664973121648,4.33444103404866,-0.00245294547376785,-0.00335997980043442,-0.0260994711982861,0.0026415834312989,0.015067175342446,0.00105270313263022,0.0148845803188326,0.00682428844286621
2016-04-20,-0.00707907323683003,0.000599372546397077,-0.0279380610116762,-0.00734843530811502,0.61764530030116,6.79915074587285,-0.00676345339271688,-0.00835185615648039,0.00504323733572956,0.00457036721460768,0.156193430081033,-0.0167171959036155,-0.0187577858757104,2.00861484233664,0.240633773078357,-0.000285947693061618,-0.00860170758697532,-0.0254345532371789,1.08490012127437,2.15643881437528,0.0123965504245057,0.0365843484202624,0.00340794290302357,0.0100487956244397,0.0235164990772832,-0.000384673796735905,0.113268125294476,0.0144790696380507
2016-04-26,0.00381478210032929,-0.00165808089290347,-0.025959320957736,0.0143206488028866,10.8072715957741,6.82500389782739,-0.00187180159613847,0.00382773431589712,-0.00644674532507156,0.00158983364318169,0.0011565276419712,-0.0351117025878863,-0.0445280729107204,0.036052271691993,0.0468964485058432,0.0242404954454946,0.0390255605947258,-0.0102936533501528,0.740778216490816,1.20840456914089,-0.0116871836708555,0.0151480118078658,-0.0530442944415352,-0.0415658139690541,-0.00122270841122232,0.0177478555906972,0.102350421851612,0.0176224642973222
2016-05-03,0.00977530933817168,-0.00150129282532517,-0.00341123144704935,0.00125943352346706,0.562986226984849,3.72075811208992,0.0174903531091313,0.00822535607599619,0.00279302977837052,0.0596807647552369,0.0434838357836506,-0.0129528048686745,0.00345145761163461,0.0227895806729983,0.12358754427842,0.0074478771696562,0.00494336628602346,0.0127561302004762,1.37067644057505,5.83126404862186,0.0109206642626691,0.0168528228143045,-0.00331213956443646,0.0320840425197777,0.0166068294811642,0.0477764604169832,0.304706016712566,0.0129664891842763
2016-05-11,0.00884563343392491,0.0505196482974971,-0.0143120424748584,-0.00913244562235184,1.38738083214876,0.197381159430054,-0.008921546939634,0.000251746733943866,0.00742770657000559,0.0338081064788896,0.0530006902406282,-0.0173293100952476,-0.0391916890040244,0.0531710802648688,0.226011211143223,0.0869784352757976,-0.00622506631212602,0.00303121275644482,0.127403252219697,11.4534980316962,0.00218540527096925,0.00725078949488251,-0.0021362949508339,0.0244151256217764,0.0413944399673737,0.0080437958045687,0.435409795176251,0.0105574372243593
2016-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04997883883822,0.0657274145752876,0.0334811479323058,0.00501190664554263,0.191244864425946,0.158135489717655,0.0202643481155103,NA,NA,NA,NA,0.0108904652171375,0.000738019692727776,NA,NA,NA,NA,NA,NA
2016-05-18,NA,NA,NA,NA,0.214986448650993,2.05924754272715,NA,NA,NA,0.010518099905546,0.0861471915452403,0.00350741284709379,0.00295623271590544,0.0249372775601797,0.157563513282652,0.0077447018355422,NA,NA,7.8907706109012,0.442444147925942,-0.00702652075769669,-0.0438768111086122,NA,NA,NA,NA,NA,NA
2016-05-22,NA,NA,NA,NA,0.254513415248341,2.02678349636364,NA,NA,NA,0.0144848605335691,0.0292805672061431,0.0015190556236577,-0.00728065768858678,0.0360734250355153,0.189784400536551,0.0367100825583072,NA,NA,5.55539360041378,0.695055435311276,0.0125711976771326,-0.0194537023642081,NA,NA,NA,NA,NA,NA
